,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
15980,20887,10,1,2,1,22,2,2,2,2,2,0,16286,16265,16388,16264,335,362,3299,3617,1769,0,0,0,0
15981,20888,26,1,2,1,17,2,2,2,2,2,2,18901,18701,18650,18483,18089,17824,4034,4564,4543,3933,3944,4552,0
15982,20890,3,1,6,2,24,2,2,2,2,2,2,8392,8598,8834,9385,9401,362,1619,1592,1328,933,0,0,0
15983,20891,20,1,1,2,13,1,1,1,1,2,2,708,296,899,5519,6655,8312,0,584,5437,4129,4828,4991,0
15984,20892,6,1,2,2,13,4,2,2,2,2,1,13739,13518,13572,13679,9401,9504,1716,2325,1412,523,5455,1113,0
15985,20893,28,1,2,1,13,0,0,0,0,0,0,4357,3319,4946,3024,4052,5633,4226,5426,3972,3322,5004,3163,0
15986,20894,23,1,1,1,15,1,1,1,1,1,1,1072,1597,554,1573,674,1778,1693,254,1856,486,1979,1266,0
15987,20896,6,1,1,2,12,3,0,1,2,2,2,1073,302,2433,13658,13122,13298,0,3051,6237,1867,3394,1760,0
15988,20897,27,1,1,2,16,0,0,0,0,0,0,3927,3308,5934,1159,690,362,4206,5771,1189,512,0,5785,0
15989,20898,8,1,3,1,20,1,1,1,1,1,1,2303,4526,3140,3211,726,3481,5228,4036,4182,559,4130,4924,0
15990,20899,8,1,2,1,23,0,0,0,1,5,4,273,302,316,688,722,541,0,0,517,0,0,0,0
15991,20901,27,1,1,1,23,0,0,0,0,0,0,196,1982,8358,2343,1450,1858,2402,6164,3117,1783,2103,4552,0
15992,20902,20,1,1,2,25,0,0,0,0,0,0,1679,2221,1596,3084,2025,2258,2733,1708,4063,2444,2702,1640,0
15993,20906,5,1,1,1,14,2,2,2,2,1,2,11504,11732,12166,7,11937,11021,1973,2266,36,5854,1429,1313,0
15994,20907,23,1,4,2,9,2,2,2,2,2,2,19011,18588,18230,17904,17602,11552,5332,3601,4953,2785,5603,5702,0
15995,20909,7,1,3,1,10,2,2,2,4,3,2,4507,4879,5477,5882,5715,5828,1619,2375,1769,0,929,913,0
15996,20910,10,1,1,2,10,3,4,1,1,1,1,4416,2858,1346,2159,1254,1354,0,1269,2756,1344,1334,1503,0
15997,20911,10,1,3,1,9,3,4,4,2,2,2,11686,11721,11541,11850,11691,11656,1619,0,1690,1469,2565,0,0
15998,20912,21,1,1,2,10,1,1,1,1,2,2,5303,3289,6057,5210,7596,6734,4195,5797,5345,4912,4101,4736,0
15999,20913,30,1,3,2,10,2,2,2,2,2,2,16148,14176,14006,17944,18681,18343,3363,4012,6359,5873,4406,4348,0
16000,20914,14,1,1,2,10,0,0,0,0,0,0,1171,1280,1213,654,335,362,1162,1037,467,0,0,0,0
16001,20916,11,1,1,2,11,1,2,2,2,2,2,2340,5854,7107,7976,8011,3874,5486,3541,2511,2459,1755,913,0
16002,20918,20,1,1,2,10,0,0,0,0,0,0,273,939,316,1407,762,362,633,0,2114,620,0,0,0
16003,20919,10,1,1,2,9,2,2,4,4,3,3,3767,4569,4406,5553,5436,5978,2402,0,3393,0,2128,0,0
16004,20921,2,1,2,1,10,2,2,2,2,2,2,5394,4736,6859,4745,3033,2197,1143,1592,1769,933,929,0,0
16005,20922,9,1,1,2,11,1,1,0,1,1,1,3835,290,304,2104,571,1462,0,0,2688,354,1486,0,0
16006,20923,31,1,1,1,11,2,2,2,2,2,2,18288,15528,14130,12354,17522,773,4434,3784,3117,5873,543,316,0
16007,20924,24,1,1,2,12,0,0,0,0,0,0,2897,302,2785,317,473,4215,0,3541,0,228,4504,1053,0
16008,20925,14,1,2,2,12,2,2,2,2,2,3,13552,13517,13695,13892,14251,13956,1747,1861,1998,4536,0,2417,0
16009,20927,3,1,3,1,12,2,2,2,2,2,2,9341,9142,9291,9593,9930,9452,1396,1297,1290,1112,984,1433,0
16010,20928,23,1,2,1,11,1,1,2,2,2,2,515,1303,1410,1873,2314,362,1202,689,857,933,0,0,0
16011,20929,32,1,1,2,11,2,2,2,1,1,1,5549,7319,6567,2960,301,3009,4726,779,3893,0,3662,0,0
16012,20930,11,1,1,2,11,2,2,2,0,0,0,13724,9560,316,317,335,362,1526,0,0,0,0,0,0
16013,20932,18,1,1,2,11,0,0,0,0,0,0,243,1657,2995,1662,1280,2130,1832,3842,2016,1380,2503,2395,0
16014,20933,23,1,1,2,12,2,1,1,1,1,1,3976,5337,13272,98,3301,15116,5642,6514,0,4339,5759,3385,0
16015,20934,14,1,2,1,12,3,1,1,1,1,1,250,3091,316,1481,1098,362,3953,0,1710,1102,0,5611,0
16016,20935,18,1,1,2,10,1,1,1,1,1,1,759,445,461,447,2722,501,175,165,199,3412,209,4899,0
16017,20936,6,1,2,2,10,3,4,2,2,2,3,7512,7220,7541,7933,8225,8025,0,1319,1236,1643,0,1606,0
16018,20937,31,1,2,2,10,2,2,2,4,3,2,15753,15071,15062,14983,14059,13292,2808,3985,2216,42,2455,2417,0
16019,20938,32,1,2,1,12,2,2,2,2,2,2,20490,20040,19410,19047,18623,18292,5198,5275,3593,3261,2221,5204,0
16020,20939,10,1,1,2,12,0,0,0,0,0,0,2249,3647,4994,787,3056,3709,4565,5442,649,3824,4271,2956,0
16021,20942,17,1,1,2,11,1,1,1,1,1,1,5591,3301,4193,8030,7732,3990,4288,4953,5836,5307,4425,2787,0
16022,20943,20,1,1,2,10,1,4,4,0,0,0,545,595,316,317,335,362,0,0,0,0,0,0,0
16023,20944,11,1,1,1,10,3,4,7,6,5,5,15026,15853,15652,15783,15745,15648,5791,0,3593,4117,3394,3385,0
16024,20945,5,1,1,2,11,2,2,2,2,2,2,3067,2883,5167,4785,5057,5699,1143,4641,2658,1933,4067,2301,0
16025,20946,36,1,2,2,11,1,1,1,1,1,2,4725,11041,4630,1136,3633,2872,6467,5232,1154,4282,0,0,0
16026,20947,11,1,1,2,10,2,1,1,0,0,0,5679,1791,316,317,335,362,2034,0,0,0,0,0,0
16027,20948,24,1,1,1,9,2,2,2,2,2,2,20047,19771,19523,19177,18665,18351,5262,5197,5082,4316,4393,4472,0
16028,20949,12,1,2,1,9,4,1,5,4,2,1,1078,1386,1299,1192,638,2151,1337,0,9,0,2538,0,0
16029,20950,15,1,1,2,11,2,2,2,2,2,2,6919,7222,6761,5371,7810,7800,2402,3027,2209,5112,4758,2763,0
16030,20952,20,1,2,2,13,2,1,1,1,0,0,5396,5251,4957,317,335,362,5605,5413,0,0,0,5751,0
16031,20953,25,1,1,2,12,1,1,0,1,2,2,6265,302,316,18692,18363,18096,0,0,6439,4420,4295,4087,0
16032,20954,36,1,1,1,15,1,1,1,4,1,1,466,505,739,505,2356,2001,233,432,0,2921,2312,0,0
16033,20955,20,1,2,1,15,0,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
16034,20956,3,1,2,1,14,2,2,2,2,2,2,8379,8594,8530,8928,8640,8812,2402,2375,1769,2650,1755,2417,0
16035,20957,15,1,2,1,24,2,2,2,2,2,2,18292,17721,17775,17704,17377,17070,3465,4162,4184,3512,3505,3638,0
16036,20958,18,1,2,1,26,2,2,2,2,2,2,19181,18655,18573,18424,18092,17752,4008,4047,4127,3984,3910,3879,0
16037,20961,30,1,2,2,15,1,1,1,2,2,2,4079,1837,14943,15089,15055,15298,2112,6581,2511,2749,4749,0,0
16038,20963,20,1,3,2,24,0,0,0,0,0,0,273,4559,1182,317,980,424,5251,990,0,917,116,64,0
16039,20965,20,1,2,1,19,0,0,0,0,0,0,1245,297,311,312,330,1087,0,0,0,0,962,4836,0
16040,20966,9,1,1,1,15,1,1,1,1,1,1,2453,1419,1602,496,2225,1495,1457,1731,263,2745,1542,2239,0
16041,20967,20,1,1,1,17,1,1,1,1,1,1,2852,8951,5583,2819,3166,3208,6274,5664,3726,3951,3865,3604,0
16042,20968,6,1,2,1,26,2,2,2,2,2,2,4399,13174,13352,13591,13349,12740,6516,2375,2317,2459,2425,2417,0
16043,20969,25,1,1,2,15,0,0,0,1,1,1,1643,302,316,17248,3691,1381,0,0,6399,4314,1370,4826,0
16044,20970,20,1,1,1,19,2,2,2,2,2,2,4367,4182,4297,4505,4511,4656,791,796,1001,456,929,913,0
16045,20971,20,1,1,2,12,2,2,2,2,2,2,19556,19260,19065,18603,17364,16969,4957,4858,4620,3441,3394,3385,0
16046,20972,20,1,1,1,17,2,2,2,2,2,2,19360,18982,18804,18407,17904,17617,4244,4652,4479,3841,3824,4171,0
16047,20973,23,1,1,2,23,2,2,2,2,2,2,19973,19624,19385,17951,13726,14756,5224,5527,3847,1491,5742,5747,0
16048,20974,5,1,3,1,16,1,1,2,2,2,2,509,8300,8466,8868,8937,8835,6222,1067,1242,863,884,881,0
16049,20975,26,1,1,1,17,2,2,1,2,1,1,6453,5241,9738,8810,3237,362,2478,6317,1769,4006,0,3547,0
16050,20976,14,1,1,1,18,2,2,2,2,2,2,8961,9250,9608,10161,10685,10595,1619,1225,1769,3441,1755,5373,0
16051,20977,32,1,2,2,14,2,2,2,2,2,2,17695,17495,17132,17042,16770,16761,4379,5413,4259,3441,4591,0,0
16052,20978,5,1,2,1,18,2,2,2,2,2,2,12140,12144,12317,12067,9387,9481,1804,1356,4882,1378,1128,913,0
16053,20980,16,1,1,1,15,1,1,2,1,1,1,1370,1958,2145,398,1434,942,2292,645,132,1616,775,258,0
16054,20981,36,1,1,1,23,0,0,0,0,0,0,4158,302,316,317,3915,522,0,0,0,4444,236,4182,0
16055,20983,20,1,2,1,18,1,1,1,1,1,1,1796,2358,2944,1516,1809,5363,2963,3793,1766,2148,4933,4592,0
16056,20984,13,1,1,2,13,2,2,2,2,2,2,15017,14971,15128,15224,14989,14805,2698,3159,3393,2459,2565,2417,0
16057,20985,29,1,2,2,13,2,2,2,2,2,2,8439,10431,9373,8389,10571,10242,5768,1168,1135,4626,3394,2417,0
16058,20986,21,1,2,2,13,2,2,2,2,2,2,14782,14883,15052,15310,14904,14765,3090,3024,3315,2750,2425,2235,0
16059,20987,24,1,1,2,15,1,1,1,1,1,1,469,2100,2906,2330,702,2768,2525,3748,3017,530,3359,1317,0
16060,20988,8,1,2,1,15,0,0,0,0,0,0,3551,669,672,1963,688,2536,389,369,2452,510,3101,2828,0
16061,20990,20,1,5,1,18,0,0,0,0,0,0,580,302,316,317,335,362,0,0,0,0,0,0,0
16062,20992,32,1,3,1,12,2,2,2,2,2,3,14612,6999,7197,6516,5932,5797,1619,935,1425,2144,0,913,0
16063,20993,35,1,1,2,16,1,2,1,2,2,2,7536,7448,5997,7802,7774,5960,4895,5787,5480,5072,4591,4552,0
16064,20994,15,1,1,1,22,1,1,1,1,1,1,3621,3255,3417,4171,4150,3260,4145,4339,4849,4531,3926,3990,0
16065,20995,30,1,2,1,18,0,0,0,0,0,0,1556,656,387,724,733,701,378,91,569,573,452,116,0
16066,20996,15,1,2,2,16,0,0,0,0,0,0,273,302,698,8014,335,1434,0,392,5830,1772,1447,3249,0
16067,20997,21,1,1,1,17,0,0,0,0,0,0,207,239,260,258,277,308,0,0,0,0,0,0,0
16068,20998,28,1,1,1,18,0,0,0,0,0,0,1170,302,381,317,335,584,0,86,0,0,308,256,0
16069,20999,23,1,2,1,23,0,0,0,0,1,2,5625,4177,4950,3286,5015,3958,4998,5423,4259,4871,22,4396,0
16070,21000,23,1,2,1,19,1,1,1,2,2,2,1058,433,3014,3248,4917,362,369,3874,857,3441,0,4231,0
16071,21002,30,1,1,2,20,1,1,0,0,0,0,3195,302,316,317,335,362,0,0,0,0,0,0,0
16072,21003,24,1,2,1,17,2,2,2,2,2,2,19573,19084,18957,18762,18286,17832,4331,4353,4333,3994,3970,3856,0
16073,21005,23,1,1,2,20,1,1,1,1,2,2,5328,3414,4657,9404,13294,11836,4434,5681,5976,5520,0,3385,0
16074,21007,16,1,1,2,18,0,0,0,0,0,0,273,486,316,317,876,362,215,0,0,764,0,0,0
16075,21008,16,1,1,1,20,2,2,1,2,2,2,19034,17540,15689,15695,14964,14632,2676,6619,2425,2232,2425,2159,0
16076,21009,0,1,2,1,21,2,2,2,2,2,2,4224,4356,4014,3586,3160,2761,848,811,857,456,355,2417,0
16077,21010,8,1,1,1,18,3,4,4,4,2,2,7675,7760,7901,8054,8158,8147,1336,915,0,758,837,5389,0
16078,21011,31,1,1,1,18,1,1,1,1,2,2,2421,758,2021,4088,2757,2779,471,2442,4814,22,3380,1502,0
16079,21012,15,1,3,1,20,2,2,2,2,2,0,7599,7584,7590,7931,335,362,1143,1129,857,0,0,0,0
16080,21013,20,1,2,1,22,2,2,0,1,1,0,1989,302,452,1553,335,362,0,157,1823,0,0,0,0
16081,21014,21,1,1,1,23,1,1,1,1,1,2,490,530,1109,770,1182,589,260,870,633,1236,0,2031,0
16082,21015,8,1,2,1,19,1,1,1,1,1,1,1884,1572,9861,1378,713,4319,1654,6306,1544,543,4550,4992,0
16083,21016,16,1,2,1,21,1,2,2,2,2,2,9996,10109,10431,10804,10935,10885,1211,1500,1431,1238,1395,1439,0
16084,21017,17,1,2,1,19,1,1,1,1,1,1,6727,1123,2586,1216,8481,1171,900,3276,1293,5409,1084,2310,0
16085,21018,24,1,2,1,20,0,0,0,0,0,0,3032,271,3401,694,1861,2653,0,4331,529,2228,3254,3860,0
16086,21020,9,1,2,1,23,4,4,1,1,1,1,1335,862,862,1543,1153,1249,0,546,1806,1193,1196,1255,0
16087,21021,18,1,2,1,14,1,1,1,1,1,1,4992,4953,5342,3835,1488,644,5469,5589,4684,1691,383,862,0
16088,21022,21,1,2,1,27,1,1,1,1,1,1,1182,299,536,5191,335,406,0,237,5325,0,87,179,0
16089,21023,30,1,1,1,21,3,0,0,0,1,4,100,124,316,317,781,614,0,458,0,645,0,0,0
16090,21025,17,1,1,1,23,0,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
16091,21026,5,1,1,2,16,2,2,2,1,2,2,11205,12540,4316,857,2352,2706,2039,4369,857,2459,929,913,0
16092,21027,5,1,2,1,18,2,2,2,2,2,2,11528,11755,12107,12278,12392,12305,1696,1695,1815,1695,1704,1670,0
16093,21028,23,1,1,2,18,1,1,1,0,0,0,848,1523,316,317,335,362,1567,0,0,0,0,1541,0
16094,21029,31,1,1,1,13,2,2,2,2,2,2,20277,19915,19319,18653,15167,16081,5388,4679,4358,1793,5637,1771,0
16095,21030,15,1,3,2,14,3,1,1,1,1,0,273,412,776,1082,335,362,140,468,1050,0,0,0,0
16096,21031,20,1,1,2,14,0,1,1,1,1,1,273,398,1495,317,407,1284,128,1518,0,135,1242,913,0
16097,21036,10,1,5,2,13,2,2,2,2,2,1,16114,15937,15636,8214,3609,2176,3596,2927,2513,3011,2577,1658,0
16098,21038,30,1,2,1,19,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
16099,21040,9,1,3,1,15,2,2,1,2,2,2,15294,15137,6653,7033,7226,7269,1221,5953,1140,933,786,913,0
16100,21041,27,1,2,1,22,2,2,2,2,2,2,18060,16574,16397,16178,15616,15507,3592,4353,3155,933,3397,0,0
16101,21042,23,1,3,1,17,2,2,2,2,2,2,14311,13720,12097,12577,12448,12663,1600,1435,1581,1716,2583,1785,0
16102,21043,15,1,2,2,21,2,2,2,0,0,1,16406,16132,316,317,335,485,1619,0,0,0,187,2403,0
16103,21045,36,1,2,1,22,0,0,0,0,0,1,1600,2043,1753,2604,335,645,2447,1994,3444,0,384,383,0
16104,21046,21,1,3,2,22,1,1,1,0,0,0,3851,1071,316,317,335,362,820,0,0,0,0,2431,0
16105,21047,13,1,3,1,23,2,2,2,2,2,2,10744,11228,11632,12155,12384,12435,3592,2667,2511,2459,1729,2417,0
16106,21049,20,1,2,2,25,2,2,2,2,2,2,17528,17346,17322,17627,17352,17160,3285,3357,5474,3530,3487,3559,0
16107,21050,29,1,2,1,13,2,2,2,2,1,2,13032,11240,2920,3494,11138,11358,921,837,1801,5613,2946,5837,0
16108,21051,17,1,2,1,14,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
16109,21053,28,1,1,2,14,1,1,1,1,1,1,3465,9066,4222,2203,2215,4573,6281,4966,2834,2734,4646,4793,0
16110,21054,20,1,2,1,10,0,0,0,0,0,0,1624,4169,1152,3404,2220,5069,4959,936,4368,2853,4842,3307,0
16111,21055,22,1,2,1,19,3,0,0,0,0,0,4097,5579,3359,3229,2792,2971,5731,4296,4218,3515,3623,4569,0
16112,21057,28,1,1,2,14,2,1,1,1,1,1,4644,10593,3564,2706,1711,4045,6442,4684,3598,2078,4460,4204,0
16113,21059,2,1,3,1,25,3,4,4,2,2,3,4020,4180,3993,4409,4720,4622,848,0,1160,1115,0,0,0
16114,21060,2,1,2,2,13,2,2,2,2,2,2,6963,7157,7362,7568,7348,7442,1336,1592,1049,0,306,0,0
16115,21061,29,1,1,2,13,1,1,1,1,2,1,1490,3234,316,9441,2459,6972,4127,0,5965,0,5199,0,0
16116,21063,15,1,1,1,17,0,0,0,0,0,0,1261,604,1259,7918,1863,2583,331,1110,5814,2230,3152,0,0
16117,21065,16,1,2,1,20,3,4,2,2,2,2,16549,16240,16277,16430,16161,15980,0,2963,3822,2845,2906,4314,0
16118,21066,18,1,2,2,15,2,2,2,4,3,1,5670,5652,6312,5273,335,1782,947,2310,2556,0,1987,1760,0
16119,21067,12,1,2,1,11,2,2,2,2,2,2,17158,17087,17049,16794,16510,16319,3891,3783,3842,3011,3130,3396,0
16120,21068,20,1,2,2,12,0,0,0,0,0,0,1236,2366,316,2599,1130,362,2989,0,3426,1159,0,2586,0
16121,21069,21,1,1,1,18,1,1,1,1,1,1,3246,1846,1104,2865,2483,362,2146,857,3775,3099,0,0,0
16122,21073,4,1,3,1,25,1,1,4,2,1,1,283,1464,1003,1458,504,362,1432,0,857,268,0,0,0
16123,21074,31,1,1,1,20,1,4,1,1,1,2,2353,1026,4227,2814,5666,4932,0,4970,3719,5050,0,5019,0
16124,21075,20,1,2,1,20,1,1,1,1,1,1,3124,302,1156,1320,733,952,0,941,1496,573,786,1156,0
16125,21076,23,1,2,1,18,2,2,0,0,0,0,8244,302,316,317,335,362,0,0,0,0,0,0,0
16126,21077,8,1,2,2,13,2,2,2,4,2,2,10770,10958,15708,11710,11795,11998,1602,3104,0,1465,2790,0,0
16127,21078,21,1,2,2,22,2,2,2,2,2,2,19760,18999,18841,18202,17316,16265,4244,4221,3658,3060,3098,5343,0
16128,21079,13,1,2,3,27,1,1,1,4,2,2,1406,302,364,362,388,362,0,69,0,0,0,0,0
16129,21081,35,1,1,1,15,3,1,1,1,1,1,273,660,2739,767,2340,4761,380,3485,628,2903,4725,4611,0
16130,21082,8,1,3,1,28,2,2,2,2,2,2,13796,13685,13697,13598,13430,13110,1784,1796,1773,1890,1783,1810,0
16131,21083,15,1,3,2,26,1,1,1,1,1,1,2009,1957,1237,1583,857,1862,2291,1077,2007,874,2111,984,0
16132,21084,21,1,1,1,22,3,0,0,0,0,0,273,302,316,317,335,362,0,0,0,0,0,0,0
16133,21085,8,1,3,1,31,0,0,0,0,0,0,381,300,924,316,583,362,0,608,0,368,0,0,0
16134,21086,24,1,1,1,23,0,0,0,0,0,0,1929,2724,2213,2649,1295,1836,3483,2733,3480,1400,2068,1420,0
16135,21087,12,1,2,1,29,2,2,2,2,2,2,17454,17297,16488,14870,12211,11661,4123,3295,2279,1270,1220,1358,0
16136,21088,6,1,3,1,42,2,2,2,2,2,2,13593,13450,12425,11031,9922,9042,1963,1538,1310,958,935,1154,0
16137,21090,3,1,3,1,30,2,2,4,4,3,2,7855,8304,8008,7872,6751,6116,2698,1033,857,651,929,433,0
16138,21092,9,1,2,1,35,1,1,1,1,1,1,1018,2703,5391,3246,2008,2730,3461,5600,4225,2426,3328,2517,0
16139,21093,8,1,3,1,34,2,2,2,2,2,2,13626,13890,13548,12404,11774,11736,5147,3541,3117,3398,2425,1909,0
16140,21094,10,1,3,2,33,3,4,4,4,2,2,14184,13904,14101,13837,13404,13255,0,4251,53,1933,2128,1977,0
16141,21095,12,1,1,1,30,2,2,2,1,2,2,15549,15406,13848,13766,13718,13032,2875,894,6260,1146,0,0,0
16142,21097,15,1,2,1,30,2,2,2,2,2,2,18442,18259,18143,17989,16342,16123,4434,4538,4029,3011,3041,3103,0
16143,21098,0,1,2,1,30,3,4,2,2,2,2,4370,4130,4365,3927,3972,4065,0,772,996,284,287,318,0
16144,21099,5,1,3,1,31,3,0,0,1,1,1,273,302,316,838,401,811,0,0,715,123,599,0,0
16145,21100,5,1,3,2,31,2,2,2,2,2,2,11879,12007,12401,12415,7007,7126,1576,1592,5773,933,605,913,0
16146,21101,35,1,2,1,36,1,1,1,1,1,1,6380,4150,4527,7743,5722,2659,4948,5170,5782,5061,3258,4056,0
16147,21102,24,1,3,1,30,2,2,2,2,2,2,19930,19693,19194,18413,18094,17847,5294,4652,5994,3841,3783,5145,0
16148,21104,28,1,2,1,43,2,2,4,2,2,2,7925,10440,10297,9939,3444,3466,5817,17,2767,0,0,0,0
16149,21105,24,1,2,2,38,2,2,2,2,2,2,19972,19765,19451,18824,18304,17563,6035,5413,4333,4316,3783,3847,0
16150,21106,2,1,1,2,33,2,2,2,2,2,2,6462,6587,6645,6943,6540,4691,1210,1354,1049,0,0,0,0
16151,21108,29,1,2,1,31,2,2,2,2,2,2,20310,20001,19741,18903,18523,18214,5589,5530,4582,4440,4460,2970,0
16152,21109,10,1,3,2,29,2,2,2,4,2,2,15521,15486,15730,15573,15508,15250,2406,4509,0,3442,2674,2970,0
16153,21110,27,1,2,1,44,1,1,1,1,1,1,338,302,1787,2790,3840,3240,0,2044,3707,4405,3908,0,0
16154,21111,8,1,3,2,36,2,2,2,2,2,2,15169,14968,14870,14942,9143,9363,2742,2736,1741,915,1755,1341,0
16155,21113,3,1,3,1,31,3,0,0,0,1,2,165,112,138,144,830,885,0,0,0,1398,0,0,0
16156,21115,7,1,3,1,33,2,2,2,2,2,2,10439,10566,10944,11203,4928,4976,1293,1983,2097,378,385,445,0
16157,21116,27,1,3,1,37,0,0,0,0,0,0,871,1081,1577,813,881,1223,837,1667,684,771,1163,1951,0
16158,21117,26,1,3,1,38,2,2,2,2,2,2,20225,19899,19637,19144,18379,18062,5147,5275,5346,4629,4295,4739,0
16159,21118,5,1,3,1,38,2,2,0,0,0,0,8490,302,316,317,335,362,0,0,0,0,0,0,0
16160,21120,7,1,3,2,31,2,2,2,2,2,2,16775,16699,14181,14266,9461,9546,2772,2231,1562,902,933,855,0
16161,21121,21,1,3,1,34,1,1,0,1,2,2,2451,302,316,16066,15823,15693,0,0,6350,2695,2781,2969,0
16162,21122,34,1,3,1,29,1,1,0,0,0,1,1572,302,316,317,335,561,0,0,0,0,282,0,0
16163,21123,20,1,2,1,30,2,2,2,2,2,2,20371,18277,16292,19206,18750,12967,3345,5015,6427,3800,1733,1711,0
16164,21124,22,1,1,1,30,0,0,0,0,0,0,2199,1852,2729,1478,867,850,2138,3474,1707,753,650,1096,0
16165,21125,5,1,3,1,31,2,2,2,2,2,2,5044,5189,5455,5788,5882,5917,1143,1225,1100,507,518,678,0
16166,21126,2,1,2,1,32,2,2,2,2,2,2,7256,7092,7061,7610,7677,7296,1619,1319,1328,651,691,913,0
16167,21129,6,1,3,1,39,2,2,2,2,2,2,13416,13296,13258,13432,13311,13270,2263,2141,1816,1855,2090,1735,0
16168,21130,20,1,3,1,29,2,2,2,2,2,2,4112,4047,5864,7950,7831,9769,3592,4652,4953,4626,4591,3276,0
16169,21131,23,1,2,2,30,2,2,2,2,2,2,19798,19635,19291,19026,18037,17596,5897,5058,4953,4626,4591,4552,0
16170,21133,10,1,3,1,28,2,2,2,2,2,2,13855,13347,13381,13578,11983,11488,1844,2309,2104,1545,1629,1797,0
16171,21134,8,1,2,1,28,2,2,2,2,2,2,15615,15454,15357,15354,15083,14598,3027,2375,2849,2593,2894,2621,0
16172,21136,7,1,2,1,36,2,2,2,2,2,2,6866,7106,7858,8433,8569,8557,1143,2736,1769,933,929,1358,0
16173,21138,2,1,2,1,30,4,4,4,4,2,2,6640,6891,7162,6920,6924,6768,1432,1129,0,933,929,913,0
16174,21139,20,1,2,1,29,0,1,2,2,1,2,2247,3396,3562,4520,2891,3587,4304,670,5031,3627,3394,1948,0
16175,21140,5,1,2,1,34,2,2,2,2,2,2,8077,8848,6020,5873,5935,7331,3994,2665,3801,3743,3699,2913,0
16176,21141,20,1,3,2,28,1,1,1,1,1,1,1419,394,2463,2977,7926,3330,124,3120,3918,5339,4003,122,0
16177,21143,5,1,3,2,38,2,2,2,2,3,3,12688,12483,13547,10202,10161,9653,2039,2103,4029,1213,0,1188,0
16178,21144,11,1,3,1,30,2,2,2,2,2,2,16869,16874,16796,16544,14890,14615,3818,3548,3750,4467,4394,4302,0
16179,21146,15,1,3,1,44,0,0,0,0,0,0,273,302,638,317,335,362,0,334,0,0,0,0,0
16180,21147,30,1,4,1,33,3,0,0,0,0,0,273,302,1378,317,335,362,0,1321,0,0,0,0,0
16181,21148,5,1,2,1,35,2,2,2,2,2,2,12154,12113,12043,12162,7127,6813,1619,1592,1769,933,929,913,0
16182,21149,30,1,1,1,38,1,1,1,1,1,1,5380,4524,4492,10527,7822,13716,5392,5150,6048,5321,5708,5475,0
16183,21152,36,1,5,1,28,3,0,0,0,0,0,273,10228,4082,4957,3891,2940,6402,4866,5245,4432,3583,1631,0
16184,21153,18,1,2,2,28,2,2,2,2,2,2,13288,10096,9944,10360,9331,8859,1240,1225,1328,933,898,913,0
16185,21154,5,1,1,2,31,1,2,2,2,2,1,9102,9852,9262,8252,214,10065,3592,2375,857,0,5459,0,0
16186,21155,5,1,1,2,30,2,2,2,2,2,2,11120,11327,11711,12298,12170,12096,2257,2241,2351,1057,1212,1062,0
16187,21156,15,1,1,2,31,2,2,2,2,2,2,17742,13443,9287,10851,7498,8109,3592,5532,5480,4778,4591,2417,0
16188,21157,20,1,1,1,28,1,1,1,1,0,0,523,302,359,317,335,362,0,64,0,0,0,192,0
16189,21158,18,1,1,2,32,0,0,0,0,0,0,55,65,84,76,85,100,0,0,0,0,0,0,0
16190,21159,5,1,2,1,29,2,2,2,4,2,2,5322,5402,6412,6314,6423,6794,894,3131,0,577,1328,0,0
16191,21160,11,1,1,1,30,2,2,2,2,2,2,16780,16551,15976,16036,13939,13814,2947,2839,2965,2130,2067,2058,0
16192,21161,31,1,2,1,41,2,2,2,2,2,2,17258,17172,17201,17064,16784,15726,3592,3985,3598,3441,2983,2417,0
16193,21162,8,1,3,2,39,2,2,2,2,2,2,10382,6957,5121,5524,5462,1474,2402,2375,1798,2459,929,764,0
16194,21163,8,1,3,1,33,2,2,2,2,2,2,13191,13188,11173,8458,9549,9598,1619,1592,1425,3441,929,540,0
16195,21164,24,1,1,1,32,0,0,1,1,0,0,273,302,1546,281,302,3785,0,1599,37,0,4332,0,0
16196,21165,21,1,2,1,33,0,0,0,0,0,0,273,302,316,436,830,362,0,0,182,707,0,0,0
16197,21166,3,1,2,2,29,2,2,2,2,2,2,8418,8466,8095,8307,9932,9587,1034,1227,1389,4420,1026,445,0
16198,21167,8,1,1,1,31,2,2,2,2,2,2,10005,10117,10402,10921,11028,10983,1212,1230,1444,1265,1302,1358,0
16199,21170,18,1,3,1,43,0,0,0,0,0,0,6776,1388,2302,7857,1672,956,1339,2865,5801,1956,1398,5036,0
16200,21171,16,1,2,1,39,0,0,0,0,0,0,6189,1335,2502,1752,335,362,1245,3159,2142,0,0,195,0
